proof,compressed?,length,resOnlyLength,compressedLengthAll,compressedLengthResOnly,compressTime,compressRatio,compressSpeed,compressRatioRes,compressSpeedRes,numFOSub,totalTime
\SYN\SYN554-1.spass,0,21,13,21,13,36656418,0.0,0.0,0.0,0.0,0,5869653
\SWV\SWV283-2.spass,0,14,6,14,6,1171246,0.0,0.0,0.0,0.0,0,5635956
\COL\COL102-2.spass,0,11,5,11,5,788726,0.0,0.0,0.0,0.0,0,6230857
\SWV\SWV242-2.spass,0,15,8,15,8,2578163,0.0,0.0,0.0,0.0,0,4709855
\COL\COL115-2.spass,0,5,2,5,2,333965,0.0,0.0,0.0,0.0,0,2272226
\SWV\SWV270-2.spass,0,18,9,18,9,2051556,0.0,0.0,0.0,0.0,0,4998423
\SWV\SWV240-2.spass,0,12,5,12,5,1400996,0.0,0.0,0.0,0.0,0,6088743
\SEU\SEU264+1.spass,0,12,6,12,6,2270647,0.0,0.0,0.0,0.0,0,3872574
\SEU\SEU163+3.spass,0,5,2,5,2,181983,0.0,0.0,0.0,0.0,0,1396259
\SET\SET818-2.spass,0,3,1,3,1,101058,0.0,0.0,0.0,0.0,0,954919
\RNG\RNG038-2.spass,0,12,6,12,6,2918839,0.0,0.0,0.0,0.0,0,4395233
\SYN\SYN338-1.spass,0,3,1,3,1,83294,0.0,0.0,0.0,0.0,0,813991
